season,team,conference,statName,statValue
2017,Boston College,ACC,interceptionYards,388
2017,Rutgers,Big Ten,penalties,71
2017,Appalachian State,Sun Belt,possessionTime,24382
2017,Arkansas State,Sun Belt,sacks,35
2017,Kansas,Big 12,fumblesLost,9
2017,Wake Forest,ACC,rushingAttempts,537
2017,San Diego State,Mountain West,fumblesRecovered,6
2017,Colorado,Pac-12,passAttempts,410
2017,Vanderbilt,SEC,sacks,29
2017,UNLV,Mountain West,fourthDowns,20
2017,UCF,American Athletic,fourthDowns,20
2017,Notre Dame,FBS Independents,passAttempts,351
2017,Iowa State,Big 12,puntReturns,20
2017,UNLV,Mountain West,thirdDowns,172
2017,Louisville,ACC,kickReturnYards,483
2017,Iowa State,Big 12,fumblesLost,1
2017,Florida,SEC,passAttempts,312
2017,San José State,Mountain West,penalties,84
2017,Clemson,ACC,sacks,46
2017,Iowa,Big Ten,thirdDownConversions,62
2017,Army,FBS Independents,puntReturnTDs,1
2017,Oklahoma State,Big 12,fumblesRecovered,4
2017,Louisville,ACC,fourthDownConversions,19
2017,UTEP,Conference USA,thirdDownConversions,43
2017,Northwestern,Big Ten,firstDowns,296
2017,Duke,ACC,penaltyYards,541
2017,Air Force,Mountain West,puntReturnTDs,0
2017,Northern Illinois,Mid-American,fourthDowns,17
2017,Missouri,SEC,puntReturns,14
2017,Army,FBS Independents,passingTDs,2
2017,Appalachian State,Sun Belt,kickReturnYards,666
2017,Miami,ACC,interceptionYards,228
2017,Idaho,Sun Belt,sacks,27
2017,Houston,American Athletic,sacks,23
2017,Vanderbilt,SEC,passCompletions,232
2017,Memphis,American Athletic,kickReturnYards,1249
2017,Rutgers,Big Ten,tacklesForLoss,52
2017,Miami,ACC,rushingYards,2104
2017,Boston College,ACC,kickReturnYards,946
2017,Northern Illinois,Mid-American,kickReturnYards,848
2017,NC State,ACC,kickReturnTDs,0
2017,Boise State,Mountain West,passCompletions,281
2017,Georgia Southern,Sun Belt,kickReturns,52
2017,California,Pac-12,rushingTDs,17
2017,Tennessee,SEC,kickReturnYards,680
2017,Baylor,Big 12,passingTDs,23
2017,Georgia,SEC,rushingTDs,42
2017,Tennessee,SEC,passesIntercepted,5
2017,Virginia,ACC,puntReturns,22
2017,Ole Miss,SEC,sacks,29
2017,Virginia,ACC,penaltyYards,592
2017,Michigan,Big Ten,passingTDs,9
2017,Arizona,Pac-12,thirdDownConversions,71
2017,Miami (OH),Mid-American,kickReturns,40
2017,Tulsa,American Athletic,puntReturnTDs,0
2017,Georgia,SEC,sacks,32
2017,Iowa,Big Ten,penaltyYards,534
2017,Ohio,Mid-American,interceptionTDs,2
2017,Louisville,ACC,penalties,82
2017,UNLV,Mountain West,kickReturnYards,617
2017,Eastern Michigan,Mid-American,interceptions,15
2017,Stanford,Pac-12,games,14
2017,UT San Antonio,Conference USA,passAttempts,309
2017,Pittsburgh,ACC,totalYards,4392
2017,Maryland,Big Ten,passingTDs,15
2017,UTEP,Conference USA,penaltyYards,625
2017,Ohio State,Big Ten,totalYards,7084
2017,Indiana,Big Ten,kickReturnTDs,0
2017,Minnesota,Big Ten,games,12
2017,Notre Dame,FBS Independents,kickReturnTDs,0
2017,Central Michigan,Mid-American,puntReturnYards,109
2017,Fresno State,Mountain West,thirdDowns,191
2017,Rutgers,Big Ten,puntReturns,19
2017,TCU,Big 12,passCompletions,285
2017,Ball State,Mid-American,thirdDowns,203
2017,Alabama,SEC,passCompletions,204
2017,South Alabama,Sun Belt,kickReturnYards,612
2017,Houston,American Athletic,puntReturnYards,70
2017,Arizona,Pac-12,kickReturnYards,771
2017,Oklahoma State,Big 12,puntReturnTDs,0
2017,Oregon State,Pac-12,passesIntercepted,7
2017,North Carolina,ACC,sacks,23
2017,UTEP,Conference USA,totalYards,2766
2017,Florida International,Conference USA,interceptions,10
2017,Georgia,SEC,kickReturnTDs,0
2017,Boise State,Mountain West,thirdDownConversions,93
2017,Maryland,Big Ten,puntReturnYards,189
2017,Rice,Conference USA,fumblesRecovered,2
2017,Buffalo,Mid-American,penalties,67
2017,Toledo,Mid-American,thirdDownConversions,70
2017,Kentucky,SEC,totalYards,4548
2017,Ohio State,Big Ten,tacklesForLoss,114
2017,Wake Forest,ACC,interceptionYards,187
2017,Arkansas,SEC,thirdDowns,165
2017,UTEP,Conference USA,passAttempts,330
2017,Oregon,Pac-12,passingTDs,18
2017,Appalachian State,Sun Belt,firstDowns,272
2017,UT San Antonio,Conference USA,interceptionTDs,1
2017,Temple,American Athletic,kickReturns,47
2017,Florida State,ACC,rushingAttempts,463
2017,Georgia State,Sun Belt,passingTDs,15
2017,Utah State,Mountain West,fumblesRecovered,16
2017,Clemson,ACC,rushingAttempts,578
2017,Cincinnati,American Athletic,netPassingYards,2597
2017,Mississippi State,SEC,kickReturnTDs,0
2017,San José State,Mountain West,fumblesRecovered,10
2017,North Texas,Conference USA,puntReturnYards,198
2017,Coastal Carolina,Sun Belt,passAttempts,304
2017,Iowa State,Big 12,totalYards,5018
2017,New Mexico,Mountain West,fourthDownConversions,10
2017,Toledo,Mid-American,passAttempts,423
2017,Missouri,SEC,firstDowns,304
2017,Air Force,Mountain West,sacks,7
2017,Arizona,Pac-12,possessionTime,22264
2017,Air Force,Mountain West,interceptionYards,64
2017,Texas,Big 12,thirdDownConversions,86
2017,Clemson,ACC,kickReturns,28
2017,Indiana,Big Ten,interceptionYards,34
2017,Notre Dame,FBS Independents,turnovers,17
2017,Texas State,Sun Belt,games,12
2017,Duke,ACC,passAttempts,469
2017,Wisconsin,Big Ten,thirdDowns,185
2017,Houston,American Athletic,games,12
2017,East Carolina,American Athletic,thirdDownConversions,82
2017,North Texas,Conference USA,passingTDs,32
2017,Army,FBS Independents,netPassingYards,361
2017,Boston College,ACC,passCompletions,198
2017,Kent State,Mid-American,sacks,25
2017,Louisville,ACC,fourthDowns,30
2017,Akron,Mid-American,interceptionTDs,3
2017,Vanderbilt,SEC,passingTDs,27
2017,California,Pac-12,fumblesLost,8
2017,Appalachian State,Sun Belt,passCompletions,215
2017,Rutgers,Big Ten,fumblesLost,9
2017,Duke,ACC,fumblesLost,7
2017,Navy,American Athletic,kickReturnTDs,0
2017,Louisiana,Sun Belt,rushingYards,2204
2017,South Carolina,SEC,interceptionTDs,2
2017,Eastern Michigan,Mid-American,kickReturnYards,618
2017,SMU,American Athletic,puntReturnTDs,0
2017,Bowling Green,Mid-American,puntReturnYards,104
2017,Clemson,ACC,possessionTime,25764
2017,Mississippi State,SEC,passCompletions,191
2017,Oregon,Pac-12,firstDowns,284
2017,Louisiana,Sun Belt,tacklesForLoss,61
2017,Michigan State,Big Ten,thirdDowns,208
2017,UCF,American Athletic,kickReturns,37
2017,UT San Antonio,Conference USA,interceptions,7
2017,North Texas,Conference USA,turnovers,27
2017,South Alabama,Sun Belt,puntReturnYards,34
2017,Utah State,Mountain West,penaltyYards,729
2017,Kent State,Mid-American,kickReturnTDs,0
2017,Louisiana,Sun Belt,firstDowns,247
2017,Indiana,Big Ten,interceptions,13
2017,Tulsa,American Athletic,thirdDowns,190
2017,Utah,Pac-12,possessionTime,25366
2017,Ohio State,Big Ten,kickReturns,28
2017,Appalachian State,Sun Belt,thirdDowns,177
2017,UMass,FBS Independents,passAttempts,447
2017,Buffalo,Mid-American,netPassingYards,3490
2017,Oklahoma,Big 12,rushingAttempts,546
2017,Georgia Tech,ACC,games,11
2017,Penn State,Big Ten,passCompletions,301
2017,Missouri,SEC,passingTDs,44
2017,Army,FBS Independents,interceptionYards,93
2017,Tulsa,American Athletic,interceptions,8
2017,Buffalo,Mid-American,interceptionTDs,0
2017,Arizona State,Pac-12,kickReturnTDs,0
2017,UMass,FBS Independents,penalties,79
2017,Arkansas State,Sun Belt,penalties,94
2017,Florida State,ACC,fourthDownConversions,5
2017,Oregon State,Pac-12,netPassingYards,2355
2017,Iowa,Big Ten,possessionTime,23525
2017,Florida,SEC,turnovers,20
2017,Syracuse,ACC,netPassingYards,3538
2017,UNLV,Mountain West,firstDowns,254
2017,Kansas,Big 12,thirdDownConversions,58
2017,Arkansas State,Sun Belt,fumblesLost,8
2017,Kansas State,Big 12,interceptions,8
2017,Texas,Big 12,possessionTime,24467
2017,Oklahoma State,Big 12,fumblesLost,11
2017,SMU,American Athletic,puntReturnYards,26
2017,Navy,American Athletic,penalties,53
2017,Temple,American Athletic,rushingYards,1773
2017,Louisiana Monroe,Sun Belt,passCompletions,246
2017,Georgia State,Sun Belt,kickReturns,31
2017,Kent State,Mid-American,penalties,94
2017,Maryland,Big Ten,fumblesRecovered,6
2017,Iowa State,Big 12,interceptions,9
2017,Wake Forest,ACC,netPassingYards,3599
2017,South Carolina,SEC,fumblesLost,5
2017,California,Pac-12,interceptions,12
2017,Louisiana,Sun Belt,puntReturnYards,233
2017,Charlotte,Conference USA,rushingTDs,13
2017,Temple,American Athletic,kickReturnTDs,1
2017,Fresno State,Mountain West,netPassingYards,3331
2017,Baylor,Big 12,kickReturns,37
2017,Washington,Pac-12,thirdDowns,153
2017,Vanderbilt,SEC,firstDowns,221
2017,South Florida,American Athletic,puntReturns,27
2017,UCLA,Pac-12,totalYards,5952
2017,Florida State,ACC,passingTDs,21
2017,Hawai'i,Mountain West,puntReturns,6
2017,Kansas,Big 12,puntReturns,14
2017,Mississippi State,SEC,fumblesLost,8
2017,UMass,FBS Independents,thirdDownConversions,60
2017,Michigan State,Big Ten,fumblesLost,12
2017,Louisiana Monroe,Sun Belt,fourthDowns,23
2017,Notre Dame,FBS Independents,puntReturns,24
2017,Duke,ACC,passCompletions,266
2017,Mississippi State,SEC,penalties,80
2017,Ball State,Mid-American,passCompletions,228
2017,Tulane,American Athletic,sacks,25
2017,Nevada,Mountain West,games,12
2017,Old Dominion,Conference USA,penalties,48
2017,Alabama,SEC,interceptionTDs,2
2017,Ball State,Mid-American,passesIntercepted,6
2017,UAB,Conference USA,passCompletions,207
2017,Virginia,ACC,passAttempts,519
2017,Army,FBS Independents,tacklesForLoss,51
2017,Coastal Carolina,Sun Belt,fourthDowns,17
2017,Maryland,Big Ten,penaltyYards,774
2017,California,Pac-12,passCompletions,278
2017,Utah,Pac-12,fumblesRecovered,13
2017,Connecticut,American Athletic,kickReturns,51
2017,Louisiana Tech,Conference USA,kickReturnYards,668
2017,Charlotte,Conference USA,tacklesForLoss,50
2017,Colorado State,Mountain West,puntReturnYards,122
2017,Penn State,Big Ten,penaltyYards,490
2017,Western Kentucky,Conference USA,rushingYards,791
2017,Central Michigan,Mid-American,rushingAttempts,454
2017,Bowling Green,Mid-American,passesIntercepted,9
2017,UMass,FBS Independents,penaltyYards,679
2017,Baylor,Big 12,interceptionTDs,0
2017,South Alabama,Sun Belt,thirdDownConversions,50
2017,Stanford,Pac-12,interceptions,8
2017,UTEP,Conference USA,penalties,70
2017,West Virginia,Big 12,kickReturnTDs,0
2017,Utah State,Mountain West,penalties,80
2017,Oregon State,Pac-12,fumblesLost,16
2017,Fresno State,Mountain West,kickReturnTDs,0
2017,Purdue,Big Ten,possessionTime,22593
2017,East Carolina,American Athletic,passingTDs,26
2017,Arkansas,SEC,passAttempts,340
2017,Fresno State,Mountain West,rushingTDs,22
2017,UT San Antonio,Conference USA,kickReturnYards,608
2017,Fresno State,Mountain West,possessionTime,26276
2017,Pittsburgh,ACC,kickReturns,30
2017,Houston,American Athletic,netPassingYards,3136
2017,Idaho,Sun Belt,tacklesForLoss,90
2017,Oregon,Pac-12,puntReturnTDs,0
2017,Louisiana Monroe,Sun Belt,kickReturnTDs,4
2017,Rutgers,Big Ten,rushingTDs,19
2017,Kansas State,Big 12,fourthDownConversions,3
2017,Michigan,Big Ten,thirdDownConversions,62
2017,Oklahoma State,Big 12,kickReturnYards,533
2017,Connecticut,American Athletic,firstDowns,256
2017,Akron,Mid-American,puntReturnYards,12
2017,Louisiana Monroe,Sun Belt,passesIntercepted,9
2017,Colorado,Pac-12,passesIntercepted,8
2017,Cincinnati,American Athletic,passingTDs,20
2017,Syracuse,ACC,interceptionTDs,1
2017,Charlotte,Conference USA,rushingYards,1995
2017,Stanford,Pac-12,kickReturns,45
2017,Air Force,Mountain West,passAttempts,142
2017,Old Dominion,Conference USA,passCompletions,193
2017,Mississippi State,SEC,fourthDownConversions,13
2017,Iowa,Big Ten,fumblesLost,13
2017,Auburn,SEC,passCompletions,255
2017,Utah State,Mountain West,rushingYards,2228
2017,UT San Antonio,Conference USA,netPassingYards,2225
2017,Louisville,ACC,rushingYards,3186
2017,USC,Pac-12,thirdDownConversions,78
2017,Toledo,Mid-American,kickReturnTDs,1
2017,Georgia,SEC,fumblesRecovered,7
2017,Oklahoma State,Big 12,interceptions,10
2017,Army,FBS Independents,kickReturnYards,712
2017,Akron,Mid-American,possessionTime,24147
2017,Florida State,ACC,fumblesRecovered,6
2017,Oregon State,Pac-12,passingTDs,11
2017,Florida,SEC,interceptionTDs,3
2017,Texas State,Sun Belt,puntReturns,19
2017,Minnesota,Big Ten,passCompletions,110
2017,Missouri,SEC,fumblesLost,11
2017,Arizona,Pac-12,puntReturnTDs,2
2017,Connecticut,American Athletic,fourthDownConversions,11
2017,Alabama,SEC,puntReturnTDs,0
2017,Fresno State,Mountain West,puntReturnTDs,0
2017,Charlotte,Conference USA,passCompletions,146
2017,Coastal Carolina,Sun Belt,passCompletions,158
2017,Wisconsin,Big Ten,games,14
2017,Memphis,American Athletic,kickReturnTDs,4
2017,Florida Atlantic,Conference USA,interceptionTDs,0
2017,Notre Dame,FBS Independents,interceptions,10
2017,Notre Dame,FBS Independents,fourthDownConversions,10
2017,Wyoming,Mountain West,turnovers,14
2017,BYU,FBS Independents,interceptionTDs,1
2017,Louisiana Tech,Conference USA,fourthDownConversions,9
2017,Wisconsin,Big Ten,turnovers,24
2017,Florida Atlantic,Conference USA,rushingAttempts,665
2017,Alabama,SEC,possessionTime,24993
2017,Idaho,Sun Belt,possessionTime,22211
2017,Arkansas State,Sun Belt,passCompletions,317
2017,Florida Atlantic,Conference USA,passingTDs,21
2017,South Florida,American Athletic,netPassingYards,2987
2017,Texas,Big 12,interceptions,11
2017,North Carolina,ACC,turnovers,22
2017,Penn State,Big Ten,passAttempts,458
2017,Oklahoma,Big 12,penalties,82
2017,Iowa State,Big 12,netPassingYards,3548
2017,UAB,Conference USA,puntReturns,18
2017,North Texas,Conference USA,fourthDowns,32
2017,Iowa State,Big 12,fumblesRecovered,8
2017,Army,FBS Independents,rushingYards,4710
2017,Coastal Carolina,Sun Belt,thirdDownConversions,55
2017,Tennessee,SEC,passAttempts,319
2017,Louisville,ACC,fumblesRecovered,9
2017,Northern Illinois,Mid-American,puntReturnTDs,2
2017,Connecticut,American Athletic,kickReturnYards,1054
2017,Western Michigan,Mid-American,interceptions,8
2017,Nevada,Mountain West,passAttempts,451
2017,Minnesota,Big Ten,turnovers,18
2017,Arkansas State,Sun Belt,rushingTDs,17
2017,Northwestern,Big Ten,turnovers,18
2017,Penn State,Big Ten,penalties,54
2017,Wisconsin,Big Ten,rushingAttempts,629
2017,Ohio State,Big Ten,possessionTime,23860
2017,Southern Mississippi,Conference USA,passesIntercepted,9
2017,Northern Illinois,Mid-American,passingTDs,25
2017,Michigan,Big Ten,kickReturns,31
2017,Syracuse,ACC,interceptionYards,62
2017,Florida Atlantic,Conference USA,netPassingYards,2983
2017,Toledo,Mid-American,puntReturnTDs,1
2017,Iowa,Big Ten,kickReturns,34
2017,Ohio State,Big Ten,rushingTDs,34
2017,Texas A&M,SEC,passesIntercepted,10
2017,Central Michigan,Mid-American,puntReturns,21
2017,NC State,ACC,thirdDownConversions,84
2017,Clemson,ACC,puntReturnTDs,1
2017,Colorado State,Mountain West,penaltyYards,741
2017,LSU,SEC,rushingAttempts,563
2017,Virginia,ACC,possessionTime,23711
2017,Washington,Pac-12,kickReturns,27
2017,Boise State,Mountain West,kickReturns,38
2017,Bowling Green,Mid-American,thirdDowns,176
2017,Washington State,Pac-12,penaltyYards,666
2017,USC,Pac-12,penaltyYards,975
2017,Coastal Carolina,Sun Belt,interceptionYards,110
2017,Syracuse,ACC,passAttempts,548
2017,Tulane,American Athletic,thirdDownConversions,65
2017,Bowling Green,Mid-American,passCompletions,226
2017,Oklahoma State,Big 12,tacklesForLoss,95
2017,Marshall,Conference USA,penaltyYards,777
2017,Duke,ACC,tacklesForLoss,87
2017,Old Dominion,Conference USA,turnovers,20
2017,Air Force,Mountain West,firstDowns,290
2017,LSU,SEC,interceptionYards,54
2017,Troy,Sun Belt,turnovers,19
2017,Buffalo,Mid-American,kickReturns,36
2017,Marshall,Conference USA,totalYards,4938
2017,Washington,Pac-12,rushingTDs,37
2017,Wyoming,Mountain West,totalYards,3718
2017,California,Pac-12,thirdDownConversions,78
2017,Marshall,Conference USA,interceptionTDs,3
2017,Alabama,SEC,netPassingYards,2708
2017,Stanford,Pac-12,fumblesRecovered,10
2017,Northern Illinois,Mid-American,fumblesLost,13
2017,Western Michigan,Mid-American,interceptionTDs,2
2017,Rutgers,Big Ten,rushingAttempts,436
2017,TCU,Big 12,games,14
2017,Washington,Pac-12,thirdDownConversions,69
2017,Western Kentucky,Conference USA,totalYards,5146
2017,Wyoming,Mountain West,thirdDownConversions,60
2017,Michigan State,Big Ten,kickReturns,33
2017,Florida International,Conference USA,thirdDowns,185
2017,Utah,Pac-12,interceptions,14
2017,Ball State,Mid-American,fourthDownConversions,8
2017,Miami,ACC,fumblesLost,4
2017,NC State,ACC,interceptionTDs,2
2017,Eastern Michigan,Mid-American,penalties,74
2017,Houston,American Athletic,rushingYards,2002
2017,Michigan,Big Ten,rushingYards,2310
2017,Rice,Conference USA,puntReturns,14
2017,North Texas,Conference USA,totalYards,6366
2017,TCU,Big 12,fumblesRecovered,6
2017,Arkansas,SEC,firstDowns,238
2017,Clemson,ACC,passCompletions,309
2017,Louisiana,Sun Belt,rushingAttempts,452
2017,Southern Mississippi,Conference USA,passCompletions,246
2017,Louisiana,Sun Belt,puntReturns,19
2017,Tulane,American Athletic,penalties,70
2017,San José State,Mountain West,rushingAttempts,483
2017,Vanderbilt,SEC,passesIntercepted,7
2017,Texas State,Sun Belt,thirdDownConversions,61
2017,Troy,Sun Belt,fumblesRecovered,8
2017,LSU,SEC,interceptions,4
2017,Idaho,Sun Belt,passesIntercepted,9
2017,LSU,SEC,turnovers,8
2017,Southern Mississippi,Conference USA,sacks,24
2017,Wisconsin,Big Ten,tacklesForLoss,89
2017,Washington,Pac-12,interceptions,5
2017,Troy,Sun Belt,passesIntercepted,17
2017,Oregon,Pac-12,thirdDownConversions,73
2017,Virginia Tech,ACC,kickReturnTDs,0
2017,Southern Mississippi,Conference USA,fumblesLost,12
2017,Marshall,Conference USA,fumblesLost,9
2017,LSU,SEC,fourthDownConversions,4
2017,Houston,American Athletic,interceptionYards,292
2017,Minnesota,Big Ten,netPassingYards,1513
2017,Northwestern,Big Ten,puntReturns,13
2017,Western Kentucky,Conference USA,games,13
2017,Rice,Conference USA,kickReturnTDs,0
2017,Southern Mississippi,Conference USA,passingTDs,24
2017,West Virginia,Big 12,puntReturns,24
2017,South Florida,American Athletic,fumblesRecovered,4
2017,Troy,Sun Belt,sacks,42
2017,Ball State,Mid-American,fumblesRecovered,6
2017,Middle Tennessee,Conference USA,fourthDowns,16
2017,Oregon,Pac-12,netPassingYards,2469
2017,Oklahoma,Big 12,fumblesLost,7
2017,Wisconsin,Big Ten,penalties,75
2017,Virginia Tech,ACC,passingTDs,21
2017,UAB,Conference USA,kickReturnYards,884
2017,Maryland,Big Ten,kickReturnTDs,1
2017,Kansas State,Big 12,fumblesRecovered,11
2017,Houston,American Athletic,firstDowns,252
2017,Washington,Pac-12,puntReturns,26
2017,Boston College,ACC,fumblesLost,8
2017,Northern Illinois,Mid-American,sacks,43
2017,Ohio,Mid-American,fourthDowns,12
2017,LSU,SEC,interceptionTDs,0
2017,Nevada,Mountain West,rushingYards,1526
2017,Northern Illinois,Mid-American,puntReturnYards,154
