season,team,conference,statName,statValue
2017,Toledo,Mid-American,totalYards,6775
2017,Western Michigan,Mid-American,kickReturns,40
2017,Georgia Southern,Sun Belt,totalYards,3988
2017,Purdue,Big Ten,passingTDs,27
2017,Vanderbilt,SEC,interceptionTDs,0
2017,Miami,ACC,netPassingYards,3144
2017,Purdue,Big Ten,puntReturns,20
2017,Troy,Sun Belt,kickReturnYards,970
2017,Clemson,ACC,passingTDs,17
2017,Hawai'i,Mountain West,netPassingYards,2814
2017,Kent State,Mid-American,passingTDs,8
2017,Auburn,SEC,totalYards,6323
2017,TCU,Big 12,passesIntercepted,13
2017,Eastern Michigan,Mid-American,passesIntercepted,8
2017,UCLA,Pac-12,fourthDownConversions,13
2017,Tulsa,American Athletic,kickReturns,44
2017,New Mexico,Mountain West,turnovers,29
2017,Alabama,SEC,turnovers,10
2017,New Mexico State,Sun Belt,tacklesForLoss,95
2017,North Carolina,ACC,possessionTime,19113
2017,Kansas State,Big 12,totalYards,4843
2017,LSU,SEC,passesIntercepted,12
2017,Middle Tennessee,Conference USA,fumblesLost,6
2017,Army,FBS Independents,fumblesLost,4
2017,Troy,Sun Belt,netPassingYards,3505
2017,Colorado,Pac-12,fumblesRecovered,6
2017,Boise State,Mountain West,netPassingYards,3677
2017,Michigan,Big Ten,kickReturnYards,577
2017,Notre Dame,FBS Independents,interceptionTDs,2
2017,Alabama,SEC,interceptionYards,279
2017,Oregon State,Pac-12,rushingAttempts,411
2017,Arizona,Pac-12,fumblesLost,9
2017,Navy,American Athletic,tacklesForLoss,63
2017,Texas A&M,SEC,passCompletions,253
2017,Texas A&M,SEC,puntReturns,14
2017,Ole Miss,SEC,tacklesForLoss,75
2017,Georgia Southern,Sun Belt,firstDowns,210
2017,Mississippi State,SEC,penaltyYards,710
2017,Florida Atlantic,Conference USA,fourthDowns,39
2017,Colorado State,Mountain West,passAttempts,459
2017,Indiana,Big Ten,fumblesLost,7
2017,Marshall,Conference USA,puntReturns,22
2017,Ball State,Mid-American,passingTDs,11
2017,New Mexico State,Sun Belt,penaltyYards,729
2017,South Florida,American Athletic,turnovers,14
2017,UAB,Conference USA,fourthDowns,12
2017,Pittsburgh,ACC,thirdDowns,168
2017,Maryland,Big Ten,possessionTime,19637
2017,Central Michigan,Mid-American,rushingYards,1743
2017,Texas State,Sun Belt,kickReturns,32
2017,Texas,Big 12,puntReturnYards,179
2017,North Carolina,ACC,puntReturns,21
2017,Middle Tennessee,Conference USA,rushingTDs,15
2017,Arizona State,Pac-12,turnovers,15
2017,Appalachian State,Sun Belt,fourthDownConversions,13
2017,Michigan State,Big Ten,sacks,28
2017,New Mexico State,Sun Belt,passCompletions,397
2017,Kentucky,SEC,puntReturnTDs,0
2017,Cincinnati,American Athletic,tacklesForLoss,58
2017,Florida International,Conference USA,fourthDowns,21
2017,Old Dominion,Conference USA,penaltyYards,430
2017,UT San Antonio,Conference USA,rushingAttempts,445
2017,Iowa State,Big 12,fourthDowns,20
2017,Minnesota,Big Ten,tacklesForLoss,71
2017,Texas A&M,SEC,rushingAttempts,506
2017,Oregon State,Pac-12,kickReturnYards,1184
2017,Miami,ACC,passAttempts,425
2017,Nebraska,Big Ten,fourthDownConversions,13
2017,Southern Mississippi,Conference USA,interceptions,7
2017,Toledo,Mid-American,games,14
2017,Florida International,Conference USA,netPassingYards,3031
2017,Memphis,American Athletic,turnovers,16
2017,Georgia Tech,ACC,passAttempts,119
2017,Oregon State,Pac-12,puntReturnTDs,0
2017,Texas Tech,Big 12,possessionTime,23007
2017,Oklahoma,Big 12,kickReturnTDs,0
2017,Arizona State,Pac-12,rushingAttempts,565
2017,Mississippi State,SEC,tacklesForLoss,85
2017,North Texas,Conference USA,fumblesRecovered,6
2017,South Carolina,SEC,rushingAttempts,405
2017,Louisville,ACC,puntReturnTDs,0
2017,Idaho,Sun Belt,kickReturns,32
2017,Tulsa,American Athletic,fourthDowns,23
2017,Indiana,Big Ten,passingTDs,25
2017,Utah State,Mountain West,rushingAttempts,485
2017,Temple,American Athletic,kickReturnYards,1046
2017,Virginia Tech,ACC,firstDowns,290
2017,Idaho,Sun Belt,interceptions,7
2017,Oregon State,Pac-12,thirdDownConversions,66
2017,Northwestern,Big Ten,passesIntercepted,17
2017,Kansas State,Big 12,netPassingYards,2259
2017,Missouri,SEC,games,13
2017,Washington,Pac-12,penaltyYards,445
2017,Rutgers,Big Ten,passesIntercepted,12
2017,SMU,American Athletic,kickReturnYards,935
2017,Air Force,Mountain West,netPassingYards,1321
2017,Northwestern,Big Ten,kickReturns,25
2017,Illinois,Big Ten,penaltyYards,768
2017,Kansas State,Big 12,interceptionTDs,2
2017,Michigan,Big Ten,possessionTime,24923
2017,Louisiana Monroe,Sun Belt,fumblesLost,9
2017,Arkansas State,Sun Belt,games,12
2017,Nebraska,Big Ten,kickReturnTDs,1
2017,Boise State,Mountain West,totalYards,5681
2017,UCLA,Pac-12,interceptionTDs,2
2017,Nevada,Mountain West,puntReturnTDs,1
2017,South Carolina,SEC,penalties,62
2017,Air Force,Mountain West,turnovers,20
2017,East Carolina,American Athletic,penalties,80
2017,Louisiana Monroe,Sun Belt,fumblesRecovered,5
2017,Appalachian State,Sun Belt,kickReturns,30
2017,Washington,Pac-12,puntReturnTDs,4
2017,NC State,ACC,fumblesLost,7
2017,Washington State,Pac-12,fumblesRecovered,13
2017,Nevada,Mountain West,kickReturnYards,908
2017,San José State,Mountain West,fourthDownConversions,9
2017,Miami (OH),Mid-American,games,12
2017,Idaho,Sun Belt,fourthDowns,25
2017,Penn State,Big Ten,puntReturns,28
2017,West Virginia,Big 12,puntReturnTDs,2
2017,Rice,Conference USA,interceptionTDs,1
2017,San José State,Mountain West,games,13
2017,Minnesota,Big Ten,puntReturnYards,36
2017,UNLV,Mountain West,totalYards,5125
2017,Nebraska,Big Ten,games,12
2017,Colorado State,Mountain West,fumblesLost,6
2017,Toledo,Mid-American,rushingAttempts,558
2017,Washington State,Pac-12,fourthDowns,18
2017,Clemson,ACC,turnovers,16
2017,Kent State,Mid-American,totalYards,3302
2017,Central Michigan,Mid-American,passesIntercepted,19
2017,Ohio State,Big Ten,fourthDowns,22
2017,Georgia,SEC,games,15
2017,Washington State,Pac-12,firstDowns,302
2017,SMU,American Athletic,firstDowns,312
2017,Minnesota,Big Ten,interceptions,11
2017,North Carolina,ACC,kickReturnYards,1011
2017,Illinois,Big Ten,rushingYards,1267
2017,Central Michigan,Mid-American,kickReturns,52
2017,Michigan State,Big Ten,possessionTime,27546
2017,BYU,FBS Independents,penalties,59
2017,Duke,ACC,puntReturns,19
2017,Tennessee,SEC,rushingYards,1409
2017,Kansas State,Big 12,fumblesLost,5
2017,Marshall,Conference USA,passesIntercepted,6
2017,Utah State,Mountain West,puntReturnYards,287
2017,Michigan State,Big Ten,turnovers,20
2017,Connecticut,American Athletic,rushingTDs,17
2017,Akron,Mid-American,rushingYards,1480
2017,Indiana,Big Ten,passCompletions,306
2017,Washington State,Pac-12,passAttempts,713
2017,Troy,Sun Belt,kickReturns,36
2017,Army,FBS Independents,kickReturns,39
2017,Wyoming,Mountain West,puntReturnTDs,0
2017,Texas Tech,Big 12,fourthDowns,21
2017,Oregon State,Pac-12,kickReturns,58
2017,Fresno State,Mountain West,puntReturns,16
2017,Rutgers,Big Ten,fourthDownConversions,4
2017,Miami (OH),Mid-American,interceptionTDs,1
2017,Ohio State,Big Ten,rushingAttempts,589
2017,Virginia,ACC,totalYards,4449
2017,Houston,American Athletic,passingTDs,16
2017,Eastern Michigan,Mid-American,tacklesForLoss,70
2017,Troy,Sun Belt,interceptions,7
2017,Auburn,SEC,passesIntercepted,6
2017,Nebraska,Big Ten,puntReturnYards,93
2017,Texas Tech,Big 12,passAttempts,541
2017,Kent State,Mid-American,passesIntercepted,12
2017,Troy,Sun Belt,interceptionYards,241
2017,Northwestern,Big Ten,thirdDownConversions,72
2017,Rutgers,Big Ten,kickReturnTDs,0
2017,Pittsburgh,ACC,tacklesForLoss,56
2017,Miami,ACC,kickReturnYards,757
2017,Cincinnati,American Athletic,rushingAttempts,371
2017,Central Michigan,Mid-American,rushingTDs,19
2017,Arkansas,SEC,totalYards,4481
2017,Rutgers,Big Ten,netPassingYards,1387
2017,San José State,Mountain West,interceptionYards,137
2017,Fresno State,Mountain West,penaltyYards,610
2017,Texas A&M,SEC,games,13
2017,Boston College,ACC,interceptionTDs,2
2017,Virginia,ACC,penalties,63
2017,Iowa State,Big 12,rushingYards,1470
2017,Kent State,Mid-American,puntReturns,21
2017,California,Pac-12,kickReturns,48
2017,San Diego State,Mountain West,rushingYards,3282
2017,Troy,Sun Belt,fourthDownConversions,12
2017,Ohio State,Big Ten,passesIntercepted,13
2017,Florida State,ACC,penalties,78
2017,Stanford,Pac-12,fourthDownConversions,7
2017,Michigan,Big Ten,rushingAttempts,529
2017,Miami (OH),Mid-American,passingTDs,24
2017,Oregon,Pac-12,puntReturnYards,116
2017,Western Kentucky,Conference USA,thirdDownConversions,85
2017,Eastern Michigan,Mid-American,rushingTDs,14
2017,Kent State,Mid-American,fourthDowns,20
2017,Air Force,Mountain West,possessionTime,24085
2017,Western Kentucky,Conference USA,passesIntercepted,10
2017,Charlotte,Conference USA,kickReturnYards,994
2017,Pittsburgh,ACC,kickReturnTDs,0
2017,Colorado State,Mountain West,penalties,81
2017,Boston College,ACC,rushingAttempts,618
2017,Purdue,Big Ten,interceptions,11
2017,UT San Antonio,Conference USA,sacks,23
2017,Maryland,Big Ten,passCompletions,175
2017,Mississippi State,SEC,totalYards,5442
2017,UTEP,Conference USA,firstDowns,146
2017,Texas A&M,SEC,passAttempts,449
2017,Tulane,American Athletic,passCompletions,136
2017,Clemson,ACC,fourthDownConversions,13
2017,Tulane,American Athletic,rushingAttempts,575
2017,Iowa,Big Ten,passesIntercepted,21
2017,Florida International,Conference USA,passesIntercepted,7
2017,San José State,Mountain West,turnovers,42
2017,Western Michigan,Mid-American,sacks,20
2017,UCF,American Athletic,kickReturnTDs,2
2017,San Diego State,Mountain West,passCompletions,150
2017,Arizona State,Pac-12,passingTDs,21
2017,Boston College,ACC,puntReturnYards,354
2017,Idaho,Sun Belt,penaltyYards,567
2017,Hawai'i,Mountain West,interceptions,8
2017,UAB,Conference USA,firstDowns,250
2017,Texas State,Sun Belt,tacklesForLoss,56
2017,Colorado State,Mountain West,interceptionYards,76
2017,Indiana,Big Ten,kickReturnYards,623
2017,NC State,ACC,passAttempts,484
2017,Notre Dame,FBS Independents,kickReturns,36
2017,Connecticut,American Athletic,passAttempts,421
2017,Old Dominion,Conference USA,passesIntercepted,8
2017,Old Dominion,Conference USA,puntReturns,25
2017,Kentucky,SEC,firstDowns,242
2017,Nebraska,Big Ten,tacklesForLoss,54
2017,Louisiana,Sun Belt,penaltyYards,487
2017,Florida,SEC,thirdDownConversions,51
2017,Alabama,SEC,kickReturnYards,438
2017,Louisville,ACC,tacklesForLoss,79
2017,Purdue,Big Ten,games,13
2017,Virginia Tech,ACC,games,13
2017,Miami,ACC,fourthDowns,9
2017,Florida International,Conference USA,puntReturns,14
2017,Wisconsin,Big Ten,fumblesRecovered,9
2017,UCLA,Pac-12,fumblesLost,12
2017,Iowa,Big Ten,firstDowns,226
2017,Alabama,SEC,games,14
2017,BYU,FBS Independents,passingTDs,13
2017,Arizona,Pac-12,totalYards,6364
2017,Georgia Southern,Sun Belt,thirdDowns,191
2017,Auburn,SEC,games,14
2017,BYU,FBS Independents,interceptions,19
2017,Washington,Pac-12,firstDowns,271
2017,Ohio,Mid-American,fumblesRecovered,7
2017,Purdue,Big Ten,interceptionYards,316
2017,Stanford,Pac-12,interceptionYards,191
2017,Utah,Pac-12,firstDowns,299
2017,Ohio,Mid-American,sacks,34
2017,Boise State,Mountain West,tacklesForLoss,80
2017,Kent State,Mid-American,tacklesForLoss,79
2017,Houston,American Athletic,kickReturns,32
2017,Louisiana Tech,Conference USA,netPassingYards,2997
2017,Troy,Sun Belt,totalYards,5442
2017,NC State,ACC,puntReturnTDs,2
2017,Virginia,ACC,puntReturnTDs,0
2017,Oklahoma,Big 12,thirdDowns,162
2017,Hawai'i,Mountain West,puntReturnYards,30
2017,Georgia Tech,ACC,fourthDownConversions,8
2017,Western Kentucky,Conference USA,puntReturnTDs,0
2017,Northern Illinois,Mid-American,interceptionYards,267
2017,North Carolina,ACC,interceptionYards,100
2017,Hawai'i,Mountain West,totalYards,4832
2017,Toledo,Mid-American,rushingTDs,32
2017,California,Pac-12,tacklesForLoss,67
2017,Oklahoma,Big 12,firstDowns,362
2017,Georgia Tech,ACC,rushingAttempts,632
2017,Georgia,SEC,fourthDownConversions,7
2017,Nevada,Mountain West,passesIntercepted,8
2017,Florida,SEC,passesIntercepted,14
2017,Duke,ACC,interceptionYards,224
2017,Oklahoma State,Big 12,interceptionYards,244
2017,Akron,Mid-American,thirdDownConversions,81
2017,Arkansas State,Sun Belt,penaltyYards,828
2017,Oklahoma State,Big 12,thirdDowns,180
2017,Rutgers,Big Ten,puntReturnYards,128
2017,Charlotte,Conference USA,sacks,11
2017,Washington State,Pac-12,games,13
2017,Duke,ACC,puntReturnTDs,0
2017,Kent State,Mid-American,possessionTime,22630
2017,Arizona State,Pac-12,kickReturns,39
2017,Texas State,Sun Belt,puntReturnYards,130
2017,Coastal Carolina,Sun Belt,rushingYards,1875
2017,Colorado,Pac-12,puntReturns,20
2017,Toledo,Mid-American,passesIntercepted,15
2017,Mississippi State,SEC,thirdDownConversions,91
2017,Arizona,Pac-12,penalties,68
2017,Vanderbilt,SEC,fourthDownConversions,9
2017,Notre Dame,FBS Independents,thirdDowns,192
2017,Georgia Southern,Sun Belt,penaltyYards,648
2017,Nebraska,Big Ten,interceptionYards,138
2017,BYU,FBS Independents,puntReturnTDs,0
2017,Maryland,Big Ten,interceptions,8
2017,New Mexico State,Sun Belt,sacks,44
2017,Bowling Green,Mid-American,totalYards,4640
2017,Army,FBS Independents,fumblesRecovered,9
2017,Ole Miss,SEC,fourthDowns,10
2017,Nevada,Mountain West,interceptionTDs,0
2017,Cincinnati,American Athletic,rushingTDs,11
2017,Baylor,Big 12,rushingTDs,10
2017,Ohio,Mid-American,thirdDownConversions,67
2017,Louisiana Tech,Conference USA,passingTDs,17
2017,Hawai'i,Mountain West,fourthDowns,28
2017,Miami (OH),Mid-American,turnovers,18
2017,Memphis,American Athletic,totalYards,6917
2017,Utah,Pac-12,netPassingYards,3242
2017,TCU,Big 12,fumblesLost,9
2017,Florida,SEC,rushingYards,1720
2017,Auburn,SEC,passingTDs,21
2017,Bowling Green,Mid-American,puntReturns,13
2017,Louisiana,Sun Belt,rushingTDs,27
2017,Eastern Michigan,Mid-American,totalYards,4643
2017,Boston College,ACC,fumblesRecovered,7
2017,South Carolina,SEC,puntReturns,21
2017,South Florida,American Athletic,games,12
2017,Purdue,Big Ten,fourthDowns,23
2017,Hawai'i,Mountain West,turnovers,14
2017,Tulane,American Athletic,fumblesLost,5
2017,Texas A&M,SEC,fumblesRecovered,12
2017,Idaho,Sun Belt,kickReturnYards,529
2017,Western Kentucky,Conference USA,thirdDowns,193
2017,Arkansas State,Sun Belt,passesIntercepted,14
2017,Purdue,Big Ten,rushingTDs,12
2017,TCU,Big 12,interceptionTDs,2
2017,Georgia,SEC,thirdDowns,197
2017,Iowa State,Big 12,interceptionYards,286
2017,Western Kentucky,Conference USA,kickReturnYards,901
2017,Alabama,SEC,rushingTDs,36
2017,Florida International,Conference USA,rushingAttempts,495
2017,Tennessee,SEC,netPassingYards,2084
2017,BYU,FBS Independents,kickReturnYards,667
2017,Arkansas,SEC,fumblesRecovered,9
2017,USC,Pac-12,puntReturns,21
2017,Toledo,Mid-American,thirdDowns,179
2017,California,Pac-12,interceptionYards,193
2017,Wyoming,Mountain West,interceptionTDs,2
2017,Southern Mississippi,Conference USA,fourthDowns,23
2017,UAB,Conference USA,sacks,18
2017,Texas A&M,SEC,fourthDownConversions,7
2017,Tennessee,SEC,interceptionYards,186
2017,Tulsa,American Athletic,penaltyYards,720
2017,UCLA,Pac-12,passAttempts,535
2017,Wake Forest,ACC,fourthDowns,20
2017,Nevada,Mountain West,sacks,23
2017,West Virginia,Big 12,firstDowns,301
2017,Middle Tennessee,Conference USA,games,13
2017,Washington State,Pac-12,interceptionTDs,1
2017,Utah State,Mountain West,possessionTime,20784
2017,Arizona State,Pac-12,possessionTime,24492
2017,San Diego State,Mountain West,tacklesForLoss,58
2017,Connecticut,American Athletic,possessionTime,21246
2017,Virginia,ACC,thirdDowns,209
2017,Arkansas,SEC,games,12
2017,Oklahoma State,Big 12,interceptionTDs,2
2017,Louisville,ACC,passAttempts,464
2017,Florida State,ACC,passesIntercepted,9
2017,Oklahoma,Big 12,rushingYards,3049
2017,Wyoming,Mountain West,puntReturns,24
2017,Purdue,Big Ten,rushingYards,1970
2017,Troy,Sun Belt,fumblesLost,12
2017,Texas State,Sun Belt,kickReturnTDs,0
2017,TCU,Big 12,rushingTDs,27
2017,USC,Pac-12,rushingYards,2591
2017,Northwestern,Big Ten,fourthDownConversions,22
2017,Kansas,Big 12,fourthDowns,24
2017,Texas Tech,Big 12,thirdDownConversions,86
2017,Florida,SEC,puntReturnTDs,0
2017,New Mexico,Mountain West,passingTDs,8
2017,Utah,Pac-12,rushingYards,2132
2017,Tulsa,American Athletic,sacks,12
2017,Navy,American Athletic,penaltyYards,528
2017,Arkansas,SEC,possessionTime,22617
2017,Louisiana Monroe,Sun Belt,kickReturns,57
2017,Arkansas,SEC,kickReturns,46
2017,Tulsa,American Athletic,firstDowns,261
2017,Miami,ACC,possessionTime,20719
2017,Illinois,Big Ten,puntReturnTDs,0
2017,Notre Dame,FBS Independents,firstDowns,273
2017,San Diego State,Mountain West,netPassingYards,1920
2017,Louisiana,Sun Belt,penalties,58
2017,Fresno State,Mountain West,interceptionYards,82
2017,Bowling Green,Mid-American,passingTDs,21
2017,Oklahoma State,Big 12,penaltyYards,597
2017,Boston College,ACC,rushingYards,2865
2017,Georgia Tech,ACC,rushingYards,3381
2017,Pittsburgh,ACC,passesIntercepted,9
2017,Texas State,Sun Belt,thirdDowns,181
2017,Florida,SEC,passingTDs,10
2017,Illinois,Big Ten,firstDowns,174
2017,Baylor,Big 12,fourthDownConversions,17
2017,Oregon State,Pac-12,rushingTDs,18
2017,Pittsburgh,ACC,kickReturnYards,562
2017,Indiana,Big Ten,puntReturnTDs,2
2017,Duke,ACC,netPassingYards,2774
2017,West Virginia,Big 12,turnovers,26
2017,LSU,SEC,netPassingYards,2645
2017,Miami (OH),Mid-American,kickReturnTDs,0
2017,Auburn,SEC,possessionTime,26343
2017,Kent State,Mid-American,puntReturnYards,121
2017,Coastal Carolina,Sun Belt,thirdDowns,153
2017,Eastern Michigan,Mid-American,rushingYards,1555
2017,Kentucky,SEC,tacklesForLoss,63
2017,New Mexico,Mountain West,interceptions,14
2017,UAB,Conference USA,fourthDownConversions,4
2017,Georgia State,Sun Belt,fumblesLost,12
2017,Appalachian State,Sun Belt,penalties,91
2017,USC,Pac-12,games,14
2017,West Virginia,Big 12,fumblesLost,12
2017,Boston College,ACC,penaltyYards,388
2017,Louisiana,Sun Belt,thirdDowns,165
2017,Middle Tennessee,Conference USA,passAttempts,473
2017,Tennessee,SEC,kickReturns,33
2017,Virginia Tech,ACC,penalties,60
2017,Texas,Big 12,totalYards,5180
2017,Ohio State,Big Ten,interceptionYards,160
2017,UCLA,Pac-12,fourthDowns,20
2017,Florida Atlantic,Conference USA,totalYards,6977
2017,Buffalo,Mid-American,puntReturnTDs,0
2017,Miami,ACC,thirdDownConversions,47
2017,UCF,American Athletic,rushingYards,2583
2017,Western Kentucky,Conference USA,firstDowns,294
2017,South Alabama,Sun Belt,passCompletions,222
2017,Tulsa,American Athletic,rushingTDs,36
2017,San Diego State,Mountain West,passingTDs,13
2017,Auburn,SEC,rushingAttempts,642
2017,Memphis,American Athletic,games,13
2017,Tulane,American Athletic,puntReturnTDs,0
2017,Louisville,ACC,passesIntercepted,13
2017,Buffalo,Mid-American,possessionTime,21449
2017,Miami (OH),Mid-American,thirdDownConversions,63
2017,Oregon,Pac-12,fumblesLost,13
2017,Ohio,Mid-American,puntReturns,21
2017,Florida International,Conference USA,rushingYards,2064
2017,Baylor,Big 12,sacks,23
2017,Colorado State,Mountain West,turnovers,16
2017,Charlotte,Conference USA,fumblesLost,4
2017,Rutgers,Big Ten,penaltyYards,601
2017,LSU,SEC,firstDowns,260
2017,Navy,American Athletic,fumblesRecovered,9
2017,Texas,Big 12,fourthDownConversions,14
2017,Syracuse,ACC,rushingAttempts,479
2017,Wyoming,Mountain West,rushingAttempts,446
2017,Florida Atlantic,Conference USA,kickReturnYards,734
2017,Kentucky,SEC,passingTDs,10
2017,Texas,Big 12,passAttempts,499
2017,Iowa,Big Ten,kickReturnTDs,0
2017,Georgia Southern,Sun Belt,interceptions,7
2017,San José State,Mountain West,fourthDowns,21
2017,Memphis,American Athletic,fourthDownConversions,11
2017,Arkansas State,Sun Belt,interceptionTDs,1
2017,Illinois,Big Ten,possessionTime,20336
2017,Tulane,American Athletic,penaltyYards,579
2017,South Carolina,SEC,rushingYards,1588
2017,South Carolina,SEC,fourthDownConversions,6
2017,North Texas,Conference USA,interceptions,15
2017,Michigan State,Big Ten,interceptionTDs,1
2017,Minnesota,Big Ten,kickReturnTDs,1
2017,Boise State,Mountain West,possessionTime,26252
2017,Appalachian State,Sun Belt,puntReturnTDs,0
2017,Michigan,Big Ten,passesIntercepted,10
2017,Idaho,Sun Belt,thirdDownConversions,65
2017,Arkansas,SEC,netPassingYards,2465
2017,Minnesota,Big Ten,interceptionYards,98
2017,West Virginia,Big 12,totalYards,5975
2017,Tulane,American Athletic,interceptions,6
2017,Arizona State,Pac-12,interceptionYards,95
2017,Oklahoma State,Big 12,passesIntercepted,17
2017,Eastern Michigan,Mid-American,thirdDownConversions,60
2017,Rutgers,Big Ten,passingTDs,7
2017,UMass,FBS Independents,rushingAttempts,418
2017,Clemson,ACC,thirdDownConversions,101
2017,Colorado State,Mountain West,sacks,27
2017,Tennessee,SEC,fourthDownConversions,3
2017,Louisiana Tech,Conference USA,games,13
2017,Illinois,Big Ten,fumblesLost,7
2017,Ohio,Mid-American,fourthDownConversions,8
2017,Arizona,Pac-12,penaltyYards,705
2017,Temple,American Athletic,possessionTime,23701
2017,Washington State,Pac-12,tacklesForLoss,92
2017,Western Michigan,Mid-American,thirdDownConversions,70
2017,Virginia Tech,ACC,puntReturns,39
2017,Purdue,Big Ten,thirdDownConversions,62
2017,Akron,Mid-American,fumblesLost,6
2017,Florida State,ACC,interceptions,13
2017,California,Pac-12,puntReturnYards,89
2017,Louisiana Tech,Conference USA,passAttempts,420
2017,Appalachian State,Sun Belt,tacklesForLoss,89
2017,Penn State,Big Ten,puntReturnTDs,1
2017,Illinois,Big Ten,passAttempts,339
2017,Toledo,Mid-American,turnovers,19
2017,Texas Tech,Big 12,netPassingYards,4338
2017,Nebraska,Big Ten,rushingTDs,13
2017,Ball State,Mid-American,fumblesLost,7
2017,Idaho,Sun Belt,passingTDs,21
2017,Boise State,Mountain West,interceptionTDs,1
2017,Louisiana Tech,Conference USA,fumblesRecovered,8
2017,Northern Illinois,Mid-American,passCompletions,231
2017,Houston,American Athletic,fumblesLost,11
2017,Washington,Pac-12,interceptionTDs,2
2017,Duke,ACC,games,13
2017,UTEP,Conference USA,turnovers,20
2017,San José State,Mountain West,kickReturnTDs,1
2017,Virginia Tech,ACC,tacklesForLoss,101
2017,Rutgers,Big Ten,kickReturns,41
2017,Purdue,Big Ten,tacklesForLoss,86
2017,LSU,SEC,totalYards,5344
2017,Buffalo,Mid-American,tacklesForLoss,53
2017,Iowa,Big Ten,passAttempts,355
2017,San Diego State,Mountain West,interceptions,4
2017,New Mexico,Mountain West,passCompletions,120
2017,Michigan,Big Ten,penaltyYards,743
2017,Duke,ACC,rushingAttempts,547
2017,Ball State,Mid-American,interceptions,14
2017,Arkansas,SEC,rushingTDs,24
2017,Cincinnati,American Athletic,possessionTime,19150
2017,Texas A&M,SEC,netPassingYards,3266
2017,NC State,ACC,rushingAttempts,497
2017,Appalachian State,Sun Belt,games,13
2017,Colorado,Pac-12,puntReturnYards,200
2017,Vanderbilt,SEC,puntReturnYards,121
2017,Kent State,Mid-American,interceptionYards,66
2017,Ohio,Mid-American,fumblesLost,12
2017,Florida International,Conference USA,kickReturnYards,716
2017,Illinois,Big Ten,totalYards,3365
2017,Ohio,Mid-American,kickReturns,36
2017,Illinois,Big Ten,fumblesRecovered,8
2017,Memphis,American Athletic,fumblesLost,6
2017,North Carolina,ACC,puntReturnYards,226
2017,Georgia Tech,ACC,puntReturnYards,125
2017,Temple,American Athletic,puntReturnYards,168
2017,Nevada,Mountain West,thirdDownConversions,66
2017,Louisiana,Sun Belt,passAttempts,376
2017,Arkansas,SEC,tacklesForLoss,48
2017,Maryland,Big Ten,rushingAttempts,436
2017,Temple,American Athletic,passingTDs,21
2017,Baylor,Big 12,penalties,88
2017,Louisiana Monroe,Sun Belt,interceptions,9
2017,Maryland,Big Ten,kickReturnYards,1294
2017,Florida State,ACC,sacks,29
2017,Coastal Carolina,Sun Belt,interceptionTDs,0
2017,Arizona,Pac-12,rushingYards,4021
2017,Central Michigan,Mid-American,fourthDowns,18
2017,Vanderbilt,SEC,penaltyYards,601
2017,Wyoming,Mountain West,games,13
2017,Tennessee,SEC,thirdDowns,163
2017,California,Pac-12,passingTDs,19
2017,Maryland,Big Ten,passesIntercepted,8
2017,Hawai'i,Mountain West,passAttempts,423
2017,Arkansas State,Sun Belt,kickReturnYards,676
2017,Fresno State,Mountain West,firstDowns,269
2017,Kansas,Big 12,turnovers,26
2017,Oregon State,Pac-12,interceptions,12
2017,Michigan,Big Ten,fumblesLost,11
2017,Georgia State,Sun Belt,thirdDownConversions,78
2017,Vanderbilt,SEC,fumblesLost,4
2017,Utah,Pac-12,games,13
2017,Air Force,Mountain West,thirdDownConversions,81
2017,Rice,Conference USA,games,12
2017,Ball State,Mid-American,thirdDownConversions,79
2017,Temple,American Athletic,fourthDownConversions,10
2017,Tulsa,American Athletic,games,12
2017,North Texas,Conference USA,tacklesForLoss,76
2017,Oregon,Pac-12,fourthDowns,17
2017,Tulane,American Athletic,games,12
2017,Florida,SEC,interceptions,10
2017,Iowa,Big Ten,penalties,66
2017,Georgia Southern,Sun Belt,penalties,77
2017,Ole Miss,SEC,puntReturnYards,47
2017,Louisiana Tech,Conference USA,fourthDowns,16
2017,Colorado,Pac-12,puntReturnTDs,1
2017,Memphis,American Athletic,sacks,26
2017,Iowa State,Big 12,rushingTDs,16
2017,Notre Dame,FBS Independents,interceptionYards,209
2017,Stanford,Pac-12,fumblesLost,4
2017,Minnesota,Big Ten,fumblesLost,7
2017,Louisiana,Sun Belt,netPassingYards,2578
2017,UTEP,Conference USA,kickReturnTDs,0
2017,North Carolina,ACC,rushingAttempts,427
2017,Northern Illinois,Mid-American,rushingAttempts,558
2017,Tulane,American Athletic,interceptionTDs,0
2017,Memphis,American Athletic,thirdDowns,171
2017,USC,Pac-12,firstDowns,340
2017,Wyoming,Mountain West,passesIntercepted,20
2017,Charlotte,Conference USA,penaltyYards,771
2017,Central Michigan,Mid-American,netPassingYards,3324
2017,UCLA,Pac-12,kickReturnYards,1039
2017,Illinois,Big Ten,sacks,20
2017,Oklahoma,Big 12,rushingTDs,33
2017,Rice,Conference USA,fourthDownConversions,7
2017,Auburn,SEC,sacks,32
2017,Nebraska,Big Ten,penaltyYards,728
2017,Georgia Southern,Sun Belt,interceptionYards,80
2017,Utah State,Mountain West,passingTDs,17
2017,UMass,FBS Independents,fourthDownConversions,15
2017,Ole Miss,SEC,possessionTime,18155
2017,Virginia,ACC,kickReturns,41
